Time_min,T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche,Is_Cleaning
2200,3.69,4731.92,80.24,5,0.417,430.88,72.59,0
2205,4.02,4877.59,80.66,10,0.551,440.02,72.58,0
2210,4.0,4913.53,80.78,15,0.54,435.97,72.58,0
2215,4.18,4919.8,80.8,20,0.508,427.34,72.55,0
2220,3.8,5233.01,81.84,25,0.621,479.35,72.66,0
2225,4.26,5302.15,82.02,30,0.632,490.54,72.53,0
2230,4.48,5492.67,82.63,35,0.637,517.56,72.61,0
2235,4.05,4983.79,81.08,40,0.522,449.88,72.61,0
2240,3.93,4840.48,80.68,45,0.494,435.77,72.59,0
2245,3.64,4940.85,81.04,50,0.52,449.62,72.59,0
2250,4.27,5374.39,82.35,55,0.596,502.61,72.52,0
2255,4.14,4924.14,80.96,60,0.526,442.36,72.55,0
2260,4.33,5399.19,82.46,65,0.621,505.95,72.65,0
2265,3.55,4673.38,80.31,70,0.483,425.82,72.62,0
2270,4.36,4959.71,81.09,75,0.557,436.98,72.55,0
2275,4.53,4813.98,80.65,80,0.496,428.14,72.64,0
2280,3.59,4182.58,79.54,85,0.412,372.65,72.83,0
2285,3.74,4605.06,80.15,90,0.451,411.97,72.63,0
2290,4.64,5171.73,81.8,95,0.631,460.95,72.55,0
2295,4.72,4514.35,79.82,100,0.455,397.69,72.53,0
2300,4.0,4971.18,81.29,105,0.576,448.36,72.64,0
2305,4.77,4822.57,80.75,110,0.511,437.46,72.7,0
2310,4.22,4979.12,81.32,115,0.605,441.59,72.52,0
2315,3.94,4448.9,79.84,120,0.419,402.02,72.59,0
2320,4.24,4743.63,80.63,125,0.538,420.4,72.57,0
2325,4.19,4970.95,81.35,130,0.571,446.27,72.56,0
2330,4.08,4988.5,81.44,135,0.574,453.56,72.68,0
2335,4.77,4278.76,79.54,140,0.411,381.12,72.53,0
2340,4.5,4717.11,80.59,145,0.526,415.42,72.72,0
2345,4.8,4804.31,80.83,150,0.545,427.93,72.62,0
2350,4.04,4495.06,80.02,155,0.471,404.51,72.64,0
2355,4.37,5373.61,82.75,160,0.714,494.44,72.55,0
2360,4.4,5234.94,82.3,165,0.618,473.16,72.69,0
2365,4.11,5278.43,82.51,170,0.635,471.75,72.57,0
2370,4.44,5017.33,81.63,175,0.595,452.72,72.56,0
2375,4.17,5133.15,82.06,180,0.613,451.31,72.56,0
2380,4.27,4904.73,81.33,185,0.54,435.52,72.63,0
2385,3.54,4917.58,81.48,190,0.576,441.53,72.55,0
2390,4.0,4382.21,79.96,195,0.432,400.54,72.6,0
2395,3.82,4957.59,81.61,200,0.619,443.23,72.66,0
2400,4.06,5030.54,81.83,205,0.64,461.54,72.61,0
2405,4.43,5085.91,81.97,210,0.651,446.17,72.68,0
2410,4.82,4498.75,80.13,215,0.502,390.72,72.59,0
2415,4.38,5314.26,82.77,220,0.671,484.26,72.73,0
2420,3.87,5097.03,82.14,225,0.633,456.23,72.6,0
2425,4.04,5293.32,82.79,230,0.678,495.36,72.69,0
2430,3.82,4680.59,80.86,235,0.529,419.47,72.62,0
2435,4.01,4963.61,81.74,240,0.579,444.14,72.63,0
2440,3.74,5396.25,83.25,245,0.682,498.34,72.6,0
2445,4.08,4753.58,81.1,250,0.549,430.44,72.55,0
2450,3.91,4936.59,81.72,255,0.599,436.01,72.68,0
2455,4.11,5014.68,81.97,260,0.612,445.01,72.59,0
2460,3.7,5066.8,82.21,265,0.616,457.68,72.46,0
2465,3.86,5211.55,82.69,270,0.642,477.78,72.51,0
2470,4.19,4252.06,79.76,275,0.467,380.86,72.43,0
2475,4.23,4466.08,80.35,280,0.471,396.21,72.65,0
2480,4.42,4845.18,81.47,285,0.609,436.87,72.59,0
2485,3.75,4959.96,81.95,290,0.614,444.66,72.6,0
2490,4.46,4393.1,80.25,295,0.479,384.22,72.56,0
2495,4.86,5283.68,82.9,300,0.694,479.16,72.61,0
2500,4.42,5045.16,82.19,305,0.627,453.77,72.69,0
2505,4.22,4326.93,80.21,310,0.453,393.14,72.6,0
2510,3.86,5064.14,82.37,315,0.655,448.31,72.62,0
2515,3.75,5182.7,82.81,320,0.693,474.98,72.52,0
2520,3.89,4534.55,80.71,325,0.523,416.43,72.59,0
2525,4.53,4713.57,81.2,330,0.583,420.38,72.57,0
2530,3.84,5200.41,82.91,335,0.72,471.6,72.59,0
2535,4.71,4927.78,81.9,340,0.668,449.82,72.65,0
2540,4.13,4734.86,81.37,345,0.547,431.71,72.57,0
2545,4.38,4952.55,82.06,350,0.617,440.05,72.6,0
2550,4.29,4884.5,81.87,355,0.619,440.39,72.62,0
2555,3.92,4744.46,81.48,360,0.596,424.7,72.66,0
2560,3.69,4663.87,81.27,365,0.598,413.82,72.57,0
2565,4.29,5077.22,82.56,370,0.662,459.68,72.57,0
2570,3.81,4955.74,82.24,375,0.655,446.82,72.57,0
2575,3.64,4310.23,80.19,380,0.497,389.67,72.36,0
2580,3.71,5257.46,83.33,385,0.732,477.25,72.62,0
2585,3.83,5395.98,83.82,390,0.778,512.44,72.55,0
2590,4.7,5039.13,82.47,395,0.684,457.79,72.61,0
2595,4.14,5075.37,82.69,400,0.667,454.34,72.63,0
2600,4.18,5165.69,83.01,405,0.72,466.16,72.6,0
2605,4.37,4967.1,82.33,410,0.654,444.34,72.53,0
2610,4.12,4502.34,80.89,415,0.582,411.42,72.62,0
2615,4.28,5474.56,84.14,420,0.805,510.62,72.54,0
2620,4.06,5249.19,83.4,425,0.749,481.64,72.47,0
2625,4.38,4169.32,79.99,430,0.482,371.24,72.37,0
2630,4.37,5385.48,83.87,435,0.793,497.86,72.63,0
2635,4.33,5082.92,82.84,440,0.685,457.56,72.57,0
2640,4.66,5426.46,84.01,445,0.774,504.16,72.68,0
2645,4.25,5377.13,83.92,450,0.813,497.34,72.61,0
2650,3.74,4705.55,81.72,455,0.585,426.57,72.52,0
2655,4.07,4720.02,81.74,460,0.609,429.5,72.56,0
2660,4.32,4952.08,82.49,465,0.691,440.64,72.64,0
2665,4.2,4657.98,81.56,470,0.601,414.96,72.62,0
2670,4.08,4441.95,80.98,475,0.571,406.44,72.63,0
2675,4.2,4651.59,81.58,480,0.623,411.46,72.67,0
2680,4.16,4723.13,81.83,485,0.63,428.48,72.59,0
2685,4.02,5041.27,82.94,490,0.693,459.71,72.62,0
2690,4.07,4792.62,82.11,495,0.64,434.17,72.56,0
2695,4.57,5103.39,83.11,500,0.787,457.17,72.61,0
2700,3.8,5104.22,83.25,505,0.727,464.7,72.58,0
2705,4.11,4685.27,81.8,510,0.656,417.51,72.54,0
2710,4.01,5435.24,84.44,515,0.817,504.86,72.53,0
2715,4.33,4721.55,81.93,520,0.584,423.17,72.62,0
2720,3.81,4462.78,81.22,525,0.595,412.73,72.56,0
2725,4.36,4784.32,82.17,530,0.616,431.71,72.5,0
2730,4.9,4739.46,81.97,535,0.65,424.71,72.52,0
2735,3.89,5336.34,84.21,540,0.79,495.95,72.58,0
2740,4.49,5426.24,84.45,545,0.852,509.25,72.56,0
2745,3.72,5238.08,81.63,0,0.531,485.12,72.74,1
2750,4.05,5333.34,81.89,5,0.606,489.27,72.57,0
2755,4.41,5283.06,81.7,10,0.603,470.37,72.6,0
2760,4.35,4886.27,80.51,15,0.51,435.67,72.64,0
2765,4.27,4687.79,79.96,20,0.47,412.89,72.62,0
2770,4.62,5340.22,81.9,25,0.591,476.75,72.55,0
2775,4.8,4763.17,80.15,30,0.45,418.99,72.7,0
2780,4.25,4779.46,80.28,35,0.487,427.64,72.55,0
2785,4.28,5255.61,81.74,40,0.608,474.14,72.55,0
2790,4.02,5167.26,81.51,45,0.583,461.43,72.61,0
2795,4.18,5080.87,81.24,50,0.57,445.51,72.58,0
2800,4.17,4655.31,79.99,55,0.524,408.27,72.61,0
2805,4.02,5291.93,81.96,60,0.612,479.43,72.51,0
2810,4.38,5040.82,81.14,65,0.553,438.31,72.56,0
2815,4.39,5214.89,81.7,70,0.603,466.38,72.63,0
2820,4.74,4990.15,80.98,75,0.559,437.9,72.64,0
2825,4.22,4186.57,79.0,80,0.402,379.52,72.55,0
2830,3.78,5450.05,82.6,85,0.667,500.72,72.53,0
2835,4.25,5057.8,81.3,90,0.568,443.84,72.6,0
2840,4.76,5233.35,81.8,95,0.642,462.95,72.61,0
2845,4.23,5146.93,81.61,100,0.605,460.25,72.62,0
2850,4.01,4448.62,79.64,105,0.441,397.52,72.61,0
2855,4.13,4241.83,79.32,110,0.4,374.47,72.62,0
2860,4.42,5355.53,82.31,115,0.653,489.96,72.67,0
2865,4.03,5357.67,82.39,120,0.645,483.14,72.65,0
2870,4.21,4466.97,79.72,125,0.432,391.22,72.68,0
2875,4.02,5105.14,81.62,130,0.577,446.78,72.59,0
2880,4.17,4408.47,79.66,135,0.422,400.96,72.67,0
2885,4.07,4145.08,79.26,140,0.379,363.86,72.69,0
2890,4.5,5365.52,82.45,145,0.661,486.57,72.62,0
2895,5.06,4423.92,79.64,150,0.463,388.01,72.71,0
2900,4.38,4410.73,79.7,155,0.404,394.5,72.55,0
2905,4.14,5013.92,81.43,160,0.581,450.97,72.63,0
2910,3.97,4992.98,81.4,165,0.559,439.85,72.69,0
2915,3.84,5314.49,82.47,170,0.656,482.08,72.6,0
2920,4.63,5422.13,82.73,175,0.712,499.92,72.66,0
2925,3.82,4530.57,80.08,180,0.44,403.31,72.65,0
2930,4.28,5320.34,82.48,185,0.668,474.22,72.59,0
2935,3.95,5090.81,81.8,190,0.657,450.01,72.59,0
2940,4.59,5199.56,82.08,195,0.648,457.71,72.67,0
2945,4.31,5007.51,81.53,200,0.583,444.95,72.56,0
2950,4.01,5246.13,82.35,205,0.643,470.12,72.57,0
2955,3.92,4605.27,80.38,210,0.5,403.38,72.62,0
2960,4.12,5254.35,82.4,215,0.671,468.69,72.6,0
2965,4.13,5195.73,82.22,220,0.693,458.18,72.58,0
2970,4.59,5064.84,81.75,225,0.651,437.02,72.55,0
2975,4.34,4754.17,80.84,230,0.566,430.5,72.52,0
2980,3.88,4201.85,79.65,235,0.411,375.92,72.61,0
2985,4.0,5200.26,82.33,240,0.679,472.32,72.65,0
2990,4.06,5221.81,82.41,245,0.66,452.62,72.64,0
2995,4.22,5039.16,81.82,250,0.617,449.62,72.64,0
3000,4.05,5020.08,81.79,255,0.62,450.85,72.7,0
3005,4.15,5233.75,82.49,260,0.68,469.56,72.52,0
3010,3.96,4681.47,80.78,265,0.54,420.53,72.63,0
3015,3.92,5026.89,81.88,270,0.647,449.16,72.63,0
3020,4.36,5383.63,83.01,275,0.721,492.6,72.61,0
3025,4.52,5427.97,83.16,280,0.728,505.59,72.63,0
3030,3.53,5293.47,82.87,285,0.667,469.23,72.69,0
3035,4.52,5246.11,82.59,290,0.631,466.02,72.57,0
3040,4.01,4085.04,79.62,295,0.446,359.05,72.62,0
3045,4.38,5375.28,83.08,300,0.703,491.69,72.56,0
3050,3.99,4760.31,81.16,305,0.578,424.99,72.59,0
3055,4.53,4388.74,80.13,310,0.503,386.91,72.71,0
3060,4.29,4543.07,80.49,315,0.543,399.73,72.58,0
3065,4.31,4953.23,81.78,320,0.616,437.19,72.63,0
3070,4.14,4664.39,80.91,325,0.554,404.82,72.58,0
3075,3.65,4813.02,81.45,330,0.591,428.63,72.56,0
3080,4.08,4844.7,81.51,335,0.608,431.5,72.56,0
3085,4.25,5237.8,82.79,340,0.736,462.33,72.7,0
3090,3.92,4737.32,81.23,345,0.56,412.42,72.6,0
3095,4.07,5157.66,82.59,350,0.701,447.98,72.74,0
3100,4.39,4992.62,82.02,355,0.652,440.09,72.51,0
3105,4.03,4330.9,80.24,360,0.422,383.99,72.51,0
3110,4.38,5164.17,82.62,365,0.701,455.83,72.7,0
3115,4.33,4465.2,80.48,370,0.52,393.26,72.65,0
3120,4.82,4722.27,81.18,375,0.59,423.92,72.63,0
3125,3.98,4413.14,80.46,380,0.496,392.07,72.61,0
3130,4.04,5431.65,83.67,385,0.74,497.69,72.6,0
3135,4.25,4990.22,82.16,390,0.657,443.5,72.57,0
3140,4.41,5222.91,82.93,395,0.685,466.04,72.68,0
3145,4.7,5382.36,83.45,400,0.788,484.37,72.58,0
3150,4.37,4873.07,81.82,405,0.637,436.09,72.53,0
3155,4.1,4793.1,81.62,410,0.59,429.06,72.58,0
3160,4.58,4594.7,80.95,415,0.584,401.95,72.64,0
3165,4.25,4779.46,81.59,420,0.612,419.85,72.69,0
3170,4.29,4506.26,80.75,425,0.54,399.76,72.49,0
3175,4.3,4601.12,81.06,430,0.518,408.64,72.63,0
3180,4.3,4695.75,81.38,435,0.578,414.92,72.67,0
3185,4.58,5435.84,83.82,440,0.834,507.26,72.63,0
3190,4.36,5219.22,83.12,445,0.742,460.95,72.6,0
3195,4.18,5180.16,83.04,450,0.742,459.84,72.72,0
3200,4.53,4367.08,80.56,455,0.544,383.59,72.61,0
3205,4.22,4932.01,82.24,460,0.654,438.29,72.56,0
3210,4.24,5134.55,82.93,465,0.726,461.44,72.72,0
3215,3.77,5011.69,82.6,470,0.671,438.81,72.5,0
3220,4.03,5191.08,83.2,475,0.775,455.96,72.59,0
3225,4.67,5292.84,83.47,480,0.775,461.76,72.67,0
3230,4.44,5251.95,83.38,485,0.765,471.61,72.68,0
3235,4.1,4397.84,80.58,490,0.539,392.21,72.51,0
3240,4.12,5249.91,83.46,495,0.776,475.19,72.6,0
3245,3.76,5128.41,83.12,500,0.73,455.88,72.53,0
3250,4.63,4884.23,82.19,505,0.643,429.89,72.61,0
3255,4.53,5063.55,82.82,510,0.718,444.92,72.57,0
3260,4.13,4985.51,82.63,515,0.713,445.59,72.63,0
3265,4.83,5292.44,83.6,520,0.814,481.02,72.66,0
3270,4.43,5196.21,83.34,525,0.77,457.46,72.53,0
3275,4.0,5105.22,83.12,530,0.725,440.25,72.53,0
3280,4.04,4608.12,81.48,535,0.601,406.07,72.61,0
3285,4.12,5282.53,83.76,540,0.809,470.88,72.58,0
3290,3.93,4851.97,82.32,545,0.654,423.99,72.68,0
3295,4.91,5056.32,80.72,0,0.529,433.66,72.63,1
3300,4.71,5132.16,80.97,5,0.528,436.72,72.55,0
3305,4.52,4899.21,80.33,10,0.523,420.24,72.65,0
3310,4.08,5420.29,81.97,15,0.632,487.01,72.63,0
3315,4.44,5104.19,80.97,20,0.563,449.81,72.55,0
3320,4.83,5167.66,81.13,25,0.562,443.81,72.6,0
3325,3.83,5032.21,80.86,30,0.562,441.81,72.56,0
3330,4.15,4777.63,80.1,35,0.499,411.69,72.57,0
3335,4.7,5197.61,81.29,40,0.585,442.52,72.67,0
3340,4.41,4463.25,79.28,45,0.42,388.12,72.65,0
3345,4.13,5107.06,81.12,50,0.586,447.35,72.57,0
3350,4.58,4671.45,79.82,55,0.492,392.6,72.61,0
3355,4.24,4351.4,79.18,60,0.383,378.1,72.55,0
3360,4.11,4756.85,80.15,65,0.453,400.48,72.64,0
3365,3.94,5176.69,81.43,70,0.589,451.14,72.54,0
3370,4.28,5170.39,81.38,75,0.585,446.83,72.61,0
3375,4.03,5055.76,81.09,80,0.567,442.27,72.57,0
3380,4.95,5065.45,81.02,85,0.575,428.45,72.59,0
3385,4.45,5191.55,81.48,90,0.593,444.87,72.63,0
3390,4.02,5193.81,81.56,95,0.601,455.91,72.63,0
3395,4.16,4161.47,79.01,100,0.402,356.03,72.61,0
3400,4.17,5494.05,82.53,105,0.673,495.81,72.6,0
3405,3.82,5473.55,82.53,110,0.669,495.01,72.6,0
3410,4.43,5020.18,81.05,115,0.545,436.02,72.65,0
3415,4.45,4752.95,80.28,120,0.546,407.93,72.63,0
3420,3.92,5101.98,81.4,125,0.585,450.58,72.62,0
3425,4.28,4558.41,79.77,130,0.478,400.86,72.6,0
3430,4.21,4993.2,81.06,135,0.573,433.4,72.67,0
3435,4.13,4467.57,79.41,140,0.456,389.29,72.38,0
3440,4.31,4822.72,80.58,145,0.527,413.49,72.61,0
3445,4.29,5387.45,82.34,150,0.664,474.41,72.65,0
3450,4.58,4480.39,79.63,155,0.456,385.88,72.49,0
3455,4.63,5126.75,81.51,160,0.613,437.43,72.7,0
3460,3.98,5258.59,82.03,165,0.633,455.45,72.7,0
3465,4.28,4622.97,80.09,170,0.522,398.46,72.54,0
3470,4.72,4588.97,79.96,175,0.491,394.62,72.49,0
3475,3.38,5156.37,81.84,180,0.605,441.52,72.59,0
3480,4.12,4985.69,81.23,185,0.58,435.12,72.58,0
3485,3.95,5074.36,81.54,190,0.594,441.36,72.62,0
3490,4.36,4935.02,81.07,195,0.61,428.7,72.5,0
3495,3.95,4586.3,79.86,200,0.535,402.69,72.32,0
3500,4.27,4769.42,80.62,205,0.56,409.31,72.68,0
3505,4.64,4898.59,80.98,210,0.595,416.95,72.6,0
3510,4.52,5233.87,82.05,215,0.641,459.56,72.71,0
3515,3.98,5451.56,82.86,220,0.727,499.53,72.61,0
3520,4.1,5442.67,82.82,225,0.683,490.6,72.56,0
3525,3.79,4880.08,81.1,230,0.576,423.52,72.6,0
3530,4.38,4893.26,81.08,235,0.593,423.23,72.55,0
3535,4.22,5237.52,82.2,240,0.649,454.84,72.68,0
3540,4.13,4408.7,79.84,245,0.492,383.36,72.59,0
3545,4.24,5069.7,81.7,250,0.613,434.9,72.58,0
3550,4.35,4847.74,81.02,255,0.561,414.8,72.61,0
3555,4.45,5104.43,81.81,260,0.698,436.43,72.55,0
3560,4.33,5466.27,83.02,265,0.737,498.84,72.63,0
3565,4.37,4368.16,79.82,270,0.517,381.41,72.62,0
3570,3.92,4919.28,81.36,275,0.579,421.46,72.58,0
3575,3.92,5036.52,81.74,280,0.614,434.51,72.59,0
3580,3.99,5207.05,82.29,285,0.664,453.33,72.57,0
3585,4.75,5358.1,82.69,290,0.753,474.16,72.63,0
3590,4.26,5028.74,81.72,295,0.634,436.77,72.62,0
3595,4.83,5146.03,82.03,300,0.652,440.55,72.59,0
3600,4.23,4876.17,81.29,305,0.583,421.56,72.5,0
3605,4.51,5205.79,82.31,310,0.654,448.22,72.72,0
3610,4.23,5145.45,82.17,315,0.651,443.21,72.61,0
3615,4.65,4103.38,79.27,320,0.413,356.25,72.45,0
3620,4.63,4247.63,79.76,325,0.444,365.78,72.62,0
3625,4.25,4838.65,81.25,330,0.593,411.09,72.57,0
3630,4.45,4263.15,79.83,335,0.457,368.12,72.58,0
3635,4.07,4960.81,81.69,340,0.597,425.41,72.63,0
3640,4.21,4701.42,80.89,345,0.584,409.26,72.65,0
3645,4.24,4911.34,81.55,350,0.605,425.53,72.64,0
3650,4.33,4637.21,81.05,355,0.555,398.8,72.86,0
3655,4.54,4933.33,81.61,360,0.643,423.91,72.58,0
3660,3.93,4828.87,81.38,365,0.599,421.5,72.55,0
3665,3.74,5213.66,82.66,370,0.681,455.39,72.68,0
3670,3.84,5110.93,82.33,375,0.66,433.83,72.63,0
3675,4.31,5093.35,82.22,380,0.707,435.17,72.62,0
3680,4.12,5356.23,83.14,385,0.773,478.39,72.55,0
3685,4.26,4960.43,81.84,390,0.638,428.76,72.66,0
3690,3.99,4890.91,81.67,395,0.657,433.29,72.5,0
3695,4.3,4049.44,79.67,400,0.461,348.12,72.67,0
3700,4.25,5114.93,82.39,405,0.695,446.37,72.56,0
3705,4.01,4930.46,81.85,410,0.661,427.16,72.55,0
3710,4.63,4773.65,81.29,415,0.6,414.78,72.66,0
3715,3.95,4801.59,81.48,420,0.635,413.83,72.67,0
3720,3.78,5191.07,82.78,425,0.719,446.54,72.56,0
3725,3.97,5428.62,83.58,430,0.818,485.66,72.59,0
3730,3.87,4301.12,80.39,435,0.505,382.08,72.71,0
3735,4.23,5013.84,82.19,440,0.678,441.56,72.61,0
3740,4.11,5012.76,82.22,445,0.699,430.28,72.63,0
3745,4.55,4512.49,80.62,450,0.568,386.45,72.64,0
3750,4.78,4849.46,81.64,455,0.641,415.84,72.66,0
3755,4.18,5378.35,83.49,460,0.76,470.45,72.67,0
3760,5.21,5185.53,82.7,465,0.734,442.75,72.57,0
3765,4.44,5308.77,83.25,470,0.803,469.68,72.6,0
3770,4.31,4528.73,80.78,475,0.592,391.22,72.59,0
3775,4.29,5020.19,82.35,480,0.683,430.02,72.52,0
3780,4.37,5031.0,82.39,485,0.726,430.99,72.52,0
3785,4.77,4964.39,82.13,490,0.683,423.95,72.53,0
3790,4.31,5078.33,82.59,495,0.678,434.65,72.53,0
3795,4.3,4835.0,81.81,500,0.656,408.64,72.65,0
3800,3.81,4872.79,82.02,505,0.695,426.22,72.62,0
3805,4.18,5188.58,83.03,510,0.772,447.18,72.66,0
3810,3.88,5118.15,82.86,515,0.798,437.12,72.56,0
3815,4.06,5193.93,83.1,520,0.78,455.69,72.69,0
3820,4.19,4682.25,81.43,525,0.597,409.99,72.7,0
3825,4.51,4902.7,82.11,530,0.66,424.13,72.59,0
3830,4.07,5136.71,82.96,535,0.765,439.87,72.55,0
3835,3.78,4568.53,80.88,540,0.559,393.3,72.39,0
3840,4.19,5465.1,84.12,545,0.883,486.85,72.51,0
3845,4.59,4919.93,80.47,0,0.522,430.22,72.54,1
3850,4.14,5104.82,81.07,5,0.51,449.15,72.64,0
3855,4.2,4572.62,79.54,10,0.448,396.92,72.59,0
3860,3.93,4837.19,80.34,15,0.486,419.95,72.64,0
3865,4.43,4592.84,79.6,20,0.463,398.93,72.54,0
3870,3.84,4724.1,80.05,25,0.489,412.65,72.58,0
3875,4.94,4774.05,80.09,30,0.508,408.41,72.6,0
3880,4.3,4565.86,79.59,35,0.473,404.73,72.64,0
3885,3.94,5145.16,81.34,40,0.592,449.0,72.62,0
3890,4.23,4710.98,80.04,45,0.42,399.83,72.69,0
3895,4.74,5075.07,81.07,50,0.557,447.58,72.65,0
3900,4.51,4787.83,80.26,55,0.513,416.41,72.54,0
3905,3.93,5057.31,81.15,60,0.564,438.09,72.59,0
3910,4.48,5096.2,81.21,65,0.592,446.83,72.54,0
3915,4.21,5158.22,81.46,70,0.578,458.46,72.63,0
3920,4.32,5174.39,81.51,75,0.627,462.08,72.61,0
3925,4.15,5000.19,81.02,80,0.577,425.83,72.5,0
3930,4.09,4943.72,80.87,85,0.55,440.85,72.52,0
3935,4.46,5144.48,81.45,90,0.567,443.4,72.56,0
3940,4.2,5272.95,81.91,95,0.644,462.02,72.59,0
3945,4.05,4303.71,79.33,100,0.409,378.46,72.53,0
3950,4.19,4725.12,80.28,105,0.476,410.57,72.56,0
3955,4.3,4872.23,80.71,110,0.509,419.61,72.65,0
3960,4.22,4681.64,80.18,115,0.501,407.74,72.6,0
3965,3.78,5080.66,81.45,120,0.586,443.19,72.58,0
3970,3.97,5068.2,81.4,125,0.58,446.15,72.63,0
3975,4.27,5203.04,81.8,130,0.608,452.11,72.58,0
3980,4.61,4491.41,79.92,135,0.466,398.01,72.89,0
3985,4.29,4984.93,81.16,140,0.584,433.45,72.62,0
3990,4.5,5003.08,81.2,145,0.571,431.36,72.73,0
3995,4.19,4363.45,79.56,150,0.438,384.67,72.52,0
4000,3.8,5123.53,81.7,155,0.586,451.43,72.56,0
4005,4.07,5004.05,81.31,160,0.587,434.48,72.63,0
4010,4.11,5256.72,82.12,165,0.629,474.85,72.51,0
4015,4.19,4963.83,81.21,170,0.585,422.91,72.65,0
4020,4.63,5464.73,82.76,175,0.688,491.68,72.61,0
4025,4.61,5104.28,81.62,180,0.65,439.78,72.61,0
4030,4.3,4086.19,79.53,185,0.402,361.54,72.91,0
4035,4.31,4964.45,81.27,190,0.573,433.25,72.67,0
4040,4.08,4955.27,81.29,195,0.585,431.53,72.56,0
4045,4.7,5022.14,81.43,200,0.595,437.96,72.6,0
4050,4.39,4740.84,80.63,205,0.58,404.08,72.57,0
4055,4.34,4647.49,80.38,210,0.49,406.04,72.51,0
4060,4.24,4642.04,80.39,215,0.553,407.99,72.59,0
4065,4.46,5032.64,81.57,220,0.603,432.94,72.58,0
4070,4.34,5009.4,81.53,225,0.587,440.85,72.57,0
4075,3.57,5104.7,81.95,230,0.633,452.93,72.59,0
4080,3.78,4289.22,79.74,235,0.458,374.53,72.5,0
4085,4.52,5184.12,82.11,240,0.694,446.35,72.63,0
4090,4.33,5194.93,82.19,245,0.629,458.22,72.6,0
4095,4.29,4337.3,79.82,250,0.434,375.4,72.55,0
4100,4.19,4432.3,80.0,255,0.466,391.58,72.61,0
4105,4.1,4953.65,81.51,260,0.606,432.68,72.66,0
4110,4.34,5072.73,81.87,265,0.653,448.13,72.57,0
4115,4.27,4852.84,81.21,270,0.573,416.58,72.59,0
4120,4.0,5339.65,82.83,275,0.718,471.29,72.55,0
4125,4.11,4705.8,80.81,280,0.547,414.15,72.62,0
4130,3.73,4952.1,81.64,285,0.606,437.1,72.67,0
4135,4.16,4960.68,81.63,290,0.642,433.13,72.53,0
4140,4.15,4404.89,79.81,295,0.478,392.43,72.38,0
4145,3.84,4241.37,79.78,300,0.426,369.96,72.42,0
4150,4.86,4453.73,80.12,305,0.497,387.99,72.52,0
4155,3.34,5207.02,82.62,310,0.699,447.22,72.63,0
4160,4.28,4966.49,81.72,315,0.661,436.07,72.62,0
4165,4.37,4431.61,80.19,320,0.503,380.69,72.59,0
4170,4.06,4878.67,81.51,325,0.598,427.0,72.59,0
4175,4.0,5053.01,82.09,330,0.704,434.42,72.57,0
4180,4.17,4680.88,80.92,335,0.551,408.78,72.49,0
4185,4.84,4714.33,80.96,340,0.548,409.72,72.64,0
4190,3.75,5361.63,83.22,345,0.748,486.11,72.57,0
4195,4.47,4712.41,81.03,350,0.585,409.53,72.6,0
4200,4.15,5081.92,82.26,355,0.672,443.99,72.64,0
4205,4.06,3920.43,79.52,360,0.387,345.25,72.64,0
4210,4.59,5089.84,82.26,365,0.661,442.83,72.46,0
4215,4.55,4890.1,81.64,370,0.631,428.91,72.57,0
4220,4.68,4903.44,81.69,375,0.626,416.91,72.61,0
4225,4.1,4977.71,82.02,380,0.651,429.03,72.56,0
4230,3.58,5430.19,83.64,385,0.829,497.56,72.53,0
4235,4.16,5112.05,82.49,390,0.665,451.16,72.64,0
4240,4.16,4883.33,81.76,395,0.625,427.63,72.54,0
4245,4.59,5189.71,82.72,400,0.701,450.49,72.59,0
4250,4.46,4970.75,82.04,405,0.672,439.11,72.69,0
4255,4.86,4858.6,81.64,410,0.625,419.24,72.62,0
4260,4.51,4773.13,81.44,415,0.594,408.4,72.59,0
4265,4.38,5354.89,83.39,420,0.794,481.77,72.54,0
4270,4.27,5059.21,82.43,425,0.679,442.09,72.7,0
4275,4.37,4922.64,81.99,430,0.625,431.6,72.63,0
4280,4.09,4904.34,81.98,435,0.644,429.09,72.52,0
4285,4.42,5018.01,82.32,440,0.679,433.82,72.53,0
4290,3.99,5111.23,82.71,445,0.702,441.01,72.62,0
4295,4.33,4742.03,81.48,450,0.585,416.96,72.54,0
4300,4.45,4721.05,81.42,455,0.588,411.07,72.61,0
4305,5.01,4543.43,81.11,460,0.551,401.93,72.79,0
4310,4.65,4344.21,80.23,465,0.497,376.85,72.3,0
4315,4.38,5043.29,82.53,470,0.707,447.34,72.63,0
4320,4.56,5295.14,83.37,475,0.797,463.79,72.59,0
4325,4.08,4640.64,81.3,480,0.612,414.6,72.61,0
4330,4.4,4814.81,81.83,485,0.646,419.5,72.51,0
4335,4.18,4266.15,80.37,490,0.538,372.51,72.44,0
4340,4.02,4387.24,80.55,495,0.542,382.65,72.51,0
4345,4.41,4577.47,81.13,500,0.556,395.88,72.65,0
4350,3.92,5044.08,82.73,505,0.699,439.48,72.61,0
4355,4.12,4804.31,81.93,510,0.664,420.21,72.63,0
4360,4.64,4823.32,81.93,515,0.669,423.43,72.61,0
4365,4.31,4639.25,81.41,520,0.618,402.7,72.64,0
4370,4.01,4756.65,81.84,525,0.649,417.81,72.67,0
