T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche
4.38,5314.26,82.77,220.0,0.671,484.26,72.73
3.87,5097.03,82.14,225.0,0.633,456.23,72.6
4.04,5293.32,82.79,230.0,0.678,495.36,72.69
3.82,4680.59,80.86,235.0,0.529,419.47,72.62
4.01,4963.61,81.74,240.0,0.579,444.14,72.63
3.74,5396.25,83.25,245.0,0.682,498.34,72.6
4.08,4753.58,81.1,250.0,0.549,430.44,72.55
3.91,4936.59,81.72,255.0,0.599,436.01,72.68
4.11,5014.68,81.97,260.0,0.612,445.01,72.59
3.7,5066.8,82.21,265.0,0.616,457.68,72.46
3.86,5211.55,82.69,270.0,0.642,477.78,72.51
4.19,4252.06,79.76,275.0,0.467,380.86,72.43
4.23,4466.08,80.35,280.0,0.471,396.21,72.65
4.42,4845.18,81.47,285.0,0.609,436.87,72.59
3.75,4959.96,81.95,290.0,0.614,444.66,72.6
4.46,4393.1,80.25,295.0,0.479,384.22,72.56
4.86,5283.68,82.9,300.0,0.694,479.16,72.61
4.42,5045.16,82.19,305.0,0.627,453.77,72.69
4.22,4326.93,80.21,310.0,0.453,393.14,72.6
3.86,5064.14,82.37,315.0,0.655,448.31,72.62
3.75,5182.7,82.81,320.0,0.693,474.98,72.52
3.89,4534.55,80.71,325.0,0.523,416.43,72.59
4.53,4713.57,81.2,330.0,0.583,420.38,72.57
3.84,5200.41,82.91,335.0,0.72,471.6,72.59
4.71,4927.78,81.9,340.0,0.668,449.82,72.65
4.13,4734.86,81.37,345.0,0.547,431.71,72.57
4.38,4952.55,82.06,350.0,0.617,440.05,72.6
4.29,4884.5,81.87,355.0,0.619,440.39,72.62
3.92,4744.46,81.48,360.0,0.596,424.7,72.66
3.69,4663.87,81.27,365.0,0.598,413.82,72.57
4.29,5077.22,82.56,370.0,0.662,459.68,72.57
3.81,4955.74,82.24,375.0,0.655,446.82,72.57
3.64,4310.23,80.19,380.0,0.497,389.67,72.36
3.71,5257.46,83.33,385.0,0.732,477.25,72.62
3.83,5395.98,83.82,390.0,0.778,512.44,72.55
4.7,5039.13,82.47,395.0,0.684,457.79,72.61
4.14,5075.37,82.69,400.0,0.667,454.34,72.63
4.18,5165.69,83.01,405.0,0.72,466.16,72.6
4.37,4967.1,82.33,410.0,0.654,444.34,72.53
4.12,4502.34,80.89,415.0,0.582,411.42,72.62
4.28,5474.56,84.14,420.0,0.805,510.62,72.54
4.06,5249.19,83.4,425.0,0.749,481.64,72.47
4.38,4169.32,79.99,430.0,0.482,371.24,72.37
4.37,5385.48,83.87,435.0,0.793,497.86,72.63
4.33,5082.92,82.84,440.0,0.685,457.56,72.57
4.66,5426.46,84.01,445.0,0.774,504.16,72.68
4.25,5377.13,83.92,450.0,0.813,497.34,72.61
3.74,4705.55,81.72,455.0,0.585,426.57,72.52
4.07,4720.02,81.74,460.0,0.609,429.5,72.56
4.32,4952.08,82.49,465.0,0.691,440.64,72.64
4.2,4657.98,81.56,470.0,0.601,414.96,72.62
4.08,4441.95,80.98,475.0,0.571,406.44,72.63
4.2,4651.59,81.58,480.0,0.623,411.46,72.67
4.16,4723.13,81.83,485.0,0.63,428.48,72.59
4.02,5041.27,82.94,490.0,0.693,459.71,72.62
4.07,4792.62,82.11,495.0,0.64,434.17,72.56
4.57,5103.39,83.11,500.0,0.787,457.17,72.61
3.8,5104.22,83.25,505.0,0.727,464.7,72.58
4.11,4685.27,81.8,510.0,0.656,417.51,72.54
4.01,5435.24,84.44,515.0,0.817,504.86,72.53
4.33,4721.55,81.93,520.0,0.584,423.17,72.62
3.81,4462.78,81.22,525.0,0.595,412.73,72.56
4.36,4784.32,82.17,530.0,0.616,431.71,72.5
4.9,4739.46,81.97,535.0,0.65,424.71,72.52
3.89,5336.34,84.21,540.0,0.79,495.95,72.58
4.49,5426.24,84.45,545.0,0.852,509.25,72.56
4.05,5333.34,81.89,5.0,0.606,489.27,72.57
4.41,5283.06,81.7,10.0,0.603,470.37,72.6
4.35,4886.27,80.51,15.0,0.51,435.67,72.64
4.27,4687.79,79.96,20.0,0.47,412.89,72.62
4.62,5340.22,81.9,25.0,0.591,476.75,72.55
4.8,4763.17,80.15,30.0,0.45,418.99,72.7
4.25,4779.46,80.28,35.0,0.487,427.64,72.55
4.28,5255.61,81.74,40.0,0.608,474.14,72.55
4.02,5167.26,81.51,45.0,0.583,461.43,72.61
4.18,5080.87,81.24,50.0,0.57,445.51,72.58
4.17,4655.31,79.99,55.0,0.524,408.27,72.61
4.02,5291.93,81.96,60.0,0.612,479.43,72.51
4.38,5040.82,81.14,65.0,0.553,438.31,72.56
4.39,5214.89,81.7,70.0,0.603,466.38,72.63
4.74,4990.15,80.98,75.0,0.559,437.9,72.64
4.22,4186.57,79.0,80.0,0.402,379.52,72.55
3.78,5450.05,82.6,85.0,0.667,500.72,72.53
4.25,5057.8,81.3,90.0,0.568,443.84,72.6
4.76,5233.35,81.8,95.0,0.642,462.95,72.61
4.23,5146.93,81.61,100.0,0.605,460.25,72.62
4.01,4448.62,79.64,105.0,0.441,397.52,72.61
4.13,4241.83,79.32,110.0,0.4,374.47,72.62
4.42,5355.53,82.31,115.0,0.653,489.96,72.67
4.03,5357.67,82.39,120.0,0.645,483.14,72.65
4.21,4466.97,79.72,125.0,0.432,391.22,72.68
4.02,5105.14,81.62,130.0,0.577,446.78,72.59
4.17,4408.47,79.66,135.0,0.422,400.96,72.67
4.07,4145.08,79.26,140.0,0.379,363.86,72.69
4.5,5365.52,82.45,145.0,0.661,486.57,72.62
5.06,4423.92,79.64,150.0,0.463,388.01,72.71
4.38,4410.73,79.7,155.0,0.404,394.5,72.55
4.14,5013.92,81.43,160.0,0.581,450.97,72.63
3.97,4992.98,81.4,165.0,0.559,439.85,72.69
3.84,5314.49,82.47,170.0,0.656,482.08,72.6
4.63,5422.13,82.73,175.0,0.712,499.92,72.66
3.82,4530.57,80.08,180.0,0.44,403.31,72.65
4.28,5320.34,82.48,185.0,0.668,474.22,72.59
3.95,5090.81,81.8,190.0,0.657,450.01,72.59
4.59,5199.56,82.08,195.0,0.648,457.71,72.67
4.31,5007.51,81.53,200.0,0.583,444.95,72.56
4.01,5246.13,82.35,205.0,0.643,470.12,72.57
3.92,4605.27,80.38,210.0,0.5,403.38,72.62
4.12,5254.35,82.4,215.0,0.671,468.69,72.6
4.13,5195.73,82.22,220.0,0.693,458.18,72.58
4.59,5064.84,81.75,225.0,0.651,437.02,72.55
4.34,4754.17,80.84,230.0,0.566,430.5,72.52
3.88,4201.85,79.65,235.0,0.411,375.92,72.61
4.0,5200.26,82.33,240.0,0.679,472.32,72.65
4.06,5221.81,82.41,245.0,0.66,452.62,72.64
4.22,5039.16,81.82,250.0,0.617,449.62,72.64
4.05,5020.08,81.79,255.0,0.62,450.85,72.7
4.15,5233.75,82.49,260.0,0.68,469.56,72.52
3.96,4681.47,80.78,265.0,0.54,420.53,72.63
3.92,5026.89,81.88,270.0,0.647,449.16,72.63
4.36,5383.63,83.01,275.0,0.721,492.6,72.61
4.52,5427.97,83.16,280.0,0.728,505.59,72.63
3.53,5293.47,82.87,285.0,0.667,469.23,72.69
4.52,5246.11,82.59,290.0,0.631,466.02,72.57
4.01,4085.04,79.62,295.0,0.446,359.05,72.62
4.38,5375.28,83.08,300.0,0.703,491.69,72.56
3.99,4760.31,81.16,305.0,0.578,424.99,72.59
4.53,4388.74,80.13,310.0,0.503,386.91,72.71
4.29,4543.07,80.49,315.0,0.543,399.73,72.58
4.31,4953.23,81.78,320.0,0.616,437.19,72.63
4.14,4664.39,80.91,325.0,0.554,404.82,72.58
3.65,4813.02,81.45,330.0,0.591,428.63,72.56
4.08,4844.7,81.51,335.0,0.608,431.5,72.56
4.25,5237.8,82.79,340.0,0.736,462.33,72.7
3.92,4737.32,81.23,345.0,0.56,412.42,72.6
4.07,5157.66,82.59,350.0,0.701,447.98,72.74
4.39,4992.62,82.02,355.0,0.652,440.09,72.51
4.03,4330.9,80.24,360.0,0.422,383.99,72.51
4.38,5164.17,82.62,365.0,0.701,455.83,72.7
4.33,4465.2,80.48,370.0,0.52,393.26,72.65
4.82,4722.27,81.18,375.0,0.59,423.92,72.63
3.98,4413.14,80.46,380.0,0.496,392.07,72.61
4.04,5431.65,83.67,385.0,0.74,497.69,72.6
4.25,4990.22,82.16,390.0,0.657,443.5,72.57
4.41,5222.91,82.93,395.0,0.685,466.04,72.68
4.7,5382.36,83.45,400.0,0.788,484.37,72.58
4.37,4873.07,81.82,405.0,0.637,436.09,72.53
4.1,4793.1,81.62,410.0,0.59,429.06,72.58
4.58,4594.7,80.95,415.0,0.584,401.95,72.64
4.25,4779.46,81.59,420.0,0.612,419.85,72.69
4.29,4506.26,80.75,425.0,0.54,399.76,72.49
4.3,4601.12,81.06,430.0,0.518,408.64,72.63
4.3,4695.75,81.38,435.0,0.578,414.92,72.67
4.58,5435.84,83.82,440.0,0.834,507.26,72.63
4.36,5219.22,83.12,445.0,0.742,460.95,72.6
4.18,5180.16,83.04,450.0,0.742,459.84,72.72
4.53,4367.08,80.56,455.0,0.544,383.59,72.61
4.22,4932.01,82.24,460.0,0.654,438.29,72.56
4.24,5134.55,82.93,465.0,0.726,461.44,72.72
3.77,5011.69,82.6,470.0,0.671,438.81,72.5
4.03,5191.08,83.2,475.0,0.775,455.96,72.59
4.67,5292.84,83.47,480.0,0.775,461.76,72.67
4.44,5251.95,83.38,485.0,0.765,471.61,72.68
4.1,4397.84,80.58,490.0,0.539,392.21,72.51
4.12,5249.91,83.46,495.0,0.776,475.19,72.6
3.76,5128.41,83.12,500.0,0.73,455.88,72.53
4.63,4884.23,82.19,505.0,0.643,429.89,72.61
4.53,5063.55,82.82,510.0,0.718,444.92,72.57
4.13,4985.51,82.63,515.0,0.713,445.59,72.63
4.83,5292.44,83.6,520.0,0.814,481.02,72.66
4.43,5196.21,83.34,525.0,0.77,457.46,72.53
4.0,5105.22,83.12,530.0,0.725,440.25,72.53
4.04,4608.12,81.48,535.0,0.601,406.07,72.61
4.12,5282.53,83.76,540.0,0.809,470.88,72.58
3.93,4851.97,82.32,545.0,0.654,423.99,72.68
4.71,5132.16,80.97,5.0,0.528,436.72,72.55
4.52,4899.21,80.33,10.0,0.523,420.24,72.65
4.08,5420.29,81.97,15.0,0.632,487.01,72.63
4.44,5104.19,80.97,20.0,0.563,449.81,72.55
4.83,5167.66,81.13,25.0,0.562,443.81,72.6
3.83,5032.21,80.86,30.0,0.562,441.81,72.56
4.15,4777.63,80.1,35.0,0.499,411.69,72.57
4.7,5197.61,81.29,40.0,0.585,442.52,72.67
4.41,4463.25,79.28,45.0,0.42,388.12,72.65
4.13,5107.06,81.12,50.0,0.586,447.35,72.57
4.58,4671.45,79.82,55.0,0.492,392.6,72.61
4.24,4351.4,79.18,60.0,0.383,378.1,72.55
4.11,4756.85,80.15,65.0,0.453,400.48,72.64
3.94,5176.69,81.43,70.0,0.589,451.14,72.54
4.28,5170.39,81.38,75.0,0.585,446.83,72.61
4.03,5055.76,81.09,80.0,0.567,442.27,72.57
4.95,5065.45,81.02,85.0,0.575,428.45,72.59
4.45,5191.55,81.48,90.0,0.593,444.87,72.63
4.02,5193.81,81.56,95.0,0.601,455.91,72.63
4.16,4161.47,79.01,100.0,0.402,356.03,72.61
4.17,5494.05,82.53,105.0,0.673,495.81,72.6
3.82,5473.55,82.53,110.0,0.669,495.01,72.6
4.43,5020.18,81.05,115.0,0.545,436.02,72.65
4.45,4752.95,80.28,120.0,0.546,407.93,72.63
3.92,5101.98,81.4,125.0,0.585,450.58,72.62
4.28,4558.41,79.77,130.0,0.478,400.86,72.6
4.21,4993.2,81.06,135.0,0.573,433.4,72.67
4.13,4467.57,79.41,140.0,0.456,389.29,72.38
4.31,4822.72,80.58,145.0,0.527,413.49,72.61
4.29,5387.45,82.34,150.0,0.664,474.41,72.65
4.58,4480.39,79.63,155.0,0.456,385.88,72.49
4.63,5126.75,81.51,160.0,0.613,437.43,72.7
3.98,5258.59,82.03,165.0,0.633,455.45,72.7
4.28,4622.97,80.09,170.0,0.522,398.46,72.54
4.72,4588.97,79.96,175.0,0.491,394.62,72.49
3.38,5156.37,81.84,180.0,0.605,441.52,72.59
4.12,4985.69,81.23,185.0,0.58,435.12,72.58
3.95,5074.36,81.54,190.0,0.594,441.36,72.62
4.36,4935.02,81.07,195.0,0.61,428.7,72.5
3.95,4586.3,79.86,200.0,0.535,402.69,72.32
4.27,4769.42,80.62,205.0,0.56,409.31,72.68
4.64,4898.59,80.98,210.0,0.595,416.95,72.6
4.52,5233.87,82.05,215.0,0.641,459.56,72.71
3.98,5451.56,82.86,220.0,0.727,499.53,72.61
4.1,5442.67,82.82,225.0,0.683,490.6,72.56
3.79,4880.08,81.1,230.0,0.576,423.52,72.6
4.38,4893.26,81.08,235.0,0.593,423.23,72.55
4.22,5237.52,82.2,240.0,0.649,454.84,72.68
4.13,4408.7,79.84,245.0,0.492,383.36,72.59
4.24,5069.7,81.7,250.0,0.613,434.9,72.58
4.35,4847.74,81.02,255.0,0.561,414.8,72.61
4.45,5104.43,81.81,260.0,0.698,436.43,72.55
4.33,5466.27,83.02,265.0,0.737,498.84,72.63
4.37,4368.16,79.82,270.0,0.517,381.41,72.62
3.92,4919.28,81.36,275.0,0.579,421.46,72.58
3.92,5036.52,81.74,280.0,0.614,434.51,72.59
3.99,5207.05,82.29,285.0,0.664,453.33,72.57
4.75,5358.1,82.69,290.0,0.753,474.16,72.63
4.26,5028.74,81.72,295.0,0.634,436.77,72.62
4.83,5146.03,82.03,300.0,0.652,440.55,72.59
4.23,4876.17,81.29,305.0,0.583,421.56,72.5
4.51,5205.79,82.31,310.0,0.654,448.22,72.72
4.23,5145.45,82.17,315.0,0.651,443.21,72.61
4.65,4103.38,79.27,320.0,0.413,356.25,72.45
4.63,4247.63,79.76,325.0,0.444,365.78,72.62
4.25,4838.65,81.25,330.0,0.593,411.09,72.57
4.45,4263.15,79.83,335.0,0.457,368.12,72.58
4.07,4960.81,81.69,340.0,0.597,425.41,72.63
4.21,4701.42,80.89,345.0,0.584,409.26,72.65
4.24,4911.34,81.55,350.0,0.605,425.53,72.64
4.33,4637.21,81.05,355.0,0.555,398.8,72.86
4.54,4933.33,81.61,360.0,0.643,423.91,72.58
3.93,4828.87,81.38,365.0,0.599,421.5,72.55
3.74,5213.66,82.66,370.0,0.681,455.39,72.68
3.84,5110.93,82.33,375.0,0.66,433.83,72.63
4.31,5093.35,82.22,380.0,0.707,435.17,72.62
4.12,5356.23,83.14,385.0,0.773,478.39,72.55
4.26,4960.43,81.84,390.0,0.638,428.76,72.66
3.99,4890.91,81.67,395.0,0.657,433.29,72.5
4.3,4049.44,79.67,400.0,0.461,348.12,72.67
4.25,5114.93,82.39,405.0,0.695,446.37,72.56
4.01,4930.46,81.85,410.0,0.661,427.16,72.55
4.63,4773.65,81.29,415.0,0.6,414.78,72.66
3.95,4801.59,81.48,420.0,0.635,413.83,72.67
3.78,5191.07,82.78,425.0,0.719,446.54,72.56
3.97,5428.62,83.58,430.0,0.818,485.66,72.59
3.87,4301.12,80.39,435.0,0.505,382.08,72.71
4.23,5013.84,82.19,440.0,0.678,441.56,72.61
4.11,5012.76,82.22,445.0,0.699,430.28,72.63
4.55,4512.49,80.62,450.0,0.568,386.45,72.64
4.78,4849.46,81.64,455.0,0.641,415.84,72.66
4.18,5378.35,83.49,460.0,0.76,470.45,72.67
5.21,5185.53,82.7,465.0,0.734,442.75,72.57
4.44,5308.77,83.25,470.0,0.803,469.68,72.6
4.31,4528.73,80.78,475.0,0.592,391.22,72.59
4.29,5020.19,82.35,480.0,0.683,430.02,72.52
4.37,5031.0,82.39,485.0,0.726,430.99,72.52
4.77,4964.39,82.13,490.0,0.683,423.95,72.53
4.31,5078.33,82.59,495.0,0.678,434.65,72.53
4.3,4835.0,81.81,500.0,0.656,408.64,72.65
3.81,4872.79,82.02,505.0,0.695,426.22,72.62
4.18,5188.58,83.03,510.0,0.772,447.18,72.66
3.88,5118.15,82.86,515.0,0.798,437.12,72.56
4.06,5193.93,83.1,520.0,0.78,455.69,72.69
4.19,4682.25,81.43,525.0,0.597,409.99,72.7
4.51,4902.7,82.11,530.0,0.66,424.13,72.59
4.07,5136.71,82.96,535.0,0.765,439.87,72.55
3.78,4568.53,80.88,540.0,0.559,393.3,72.39
4.19,5465.1,84.12,545.0,0.883,486.85,72.51
4.14,5104.82,81.07,5.0,0.51,449.15,72.64
4.2,4572.62,79.54,10.0,0.448,396.92,72.59
3.93,4837.19,80.34,15.0,0.486,419.95,72.64
4.43,4592.84,79.6,20.0,0.463,398.93,72.54
3.84,4724.1,80.05,25.0,0.489,412.65,72.58
4.94,4774.05,80.09,30.0,0.508,408.41,72.6
4.3,4565.86,79.59,35.0,0.473,404.73,72.64
3.94,5145.16,81.34,40.0,0.592,449.0,72.62
4.23,4710.98,80.04,45.0,0.42,399.83,72.69
4.74,5075.07,81.07,50.0,0.557,447.58,72.65
4.51,4787.83,80.26,55.0,0.513,416.41,72.54
3.93,5057.31,81.15,60.0,0.564,438.09,72.59
4.48,5096.2,81.21,65.0,0.592,446.83,72.54
4.21,5158.22,81.46,70.0,0.578,458.46,72.63
4.32,5174.39,81.51,75.0,0.627,462.08,72.61
4.15,5000.19,81.02,80.0,0.577,425.83,72.5
4.09,4943.72,80.87,85.0,0.55,440.85,72.52
4.46,5144.48,81.45,90.0,0.567,443.4,72.56
4.2,5272.95,81.91,95.0,0.644,462.02,72.59
4.05,4303.71,79.33,100.0,0.409,378.46,72.53
4.19,4725.12,80.28,105.0,0.476,410.57,72.56
4.3,4872.23,80.71,110.0,0.509,419.61,72.65
4.22,4681.64,80.18,115.0,0.501,407.74,72.6
3.78,5080.66,81.45,120.0,0.586,443.19,72.58
3.97,5068.2,81.4,125.0,0.58,446.15,72.63
4.27,5203.04,81.8,130.0,0.608,452.11,72.58
4.61,4491.41,79.92,135.0,0.466,398.01,72.89
4.29,4984.93,81.16,140.0,0.584,433.45,72.62
4.5,5003.08,81.2,145.0,0.571,431.36,72.73
4.19,4363.45,79.56,150.0,0.438,384.67,72.52
3.8,5123.53,81.7,155.0,0.586,451.43,72.56
4.07,5004.05,81.31,160.0,0.587,434.48,72.63
4.11,5256.72,82.12,165.0,0.629,474.85,72.51
4.19,4963.83,81.21,170.0,0.585,422.91,72.65
4.63,5464.73,82.76,175.0,0.688,491.68,72.61
4.61,5104.28,81.62,180.0,0.65,439.78,72.61
4.3,4086.19,79.53,185.0,0.402,361.54,72.91
4.31,4964.45,81.27,190.0,0.573,433.25,72.67
4.08,4955.27,81.29,195.0,0.585,431.53,72.56
4.7,5022.14,81.43,200.0,0.595,437.96,72.6
4.39,4740.84,80.63,205.0,0.58,404.08,72.57
4.34,4647.49,80.38,210.0,0.49,406.04,72.51
4.24,4642.04,80.39,215.0,0.553,407.99,72.59
4.46,5032.64,81.57,220.0,0.603,432.94,72.58
4.34,5009.4,81.53,225.0,0.587,440.85,72.57
3.57,5104.7,81.95,230.0,0.633,452.93,72.59
3.78,4289.22,79.74,235.0,0.458,374.53,72.5
4.52,5184.12,82.11,240.0,0.694,446.35,72.63
4.33,5194.93,82.19,245.0,0.629,458.22,72.6
4.29,4337.3,79.82,250.0,0.434,375.4,72.55
4.19,4432.3,80.0,255.0,0.466,391.58,72.61
4.1,4953.65,81.51,260.0,0.606,432.68,72.66
4.34,5072.73,81.87,265.0,0.653,448.13,72.57
4.27,4852.84,81.21,270.0,0.573,416.58,72.59
4.0,5339.65,82.83,275.0,0.718,471.29,72.55
4.11,4705.8,80.81,280.0,0.547,414.15,72.62
3.73,4952.1,81.64,285.0,0.606,437.1,72.67
4.16,4960.68,81.63,290.0,0.642,433.13,72.53
4.15,4404.89,79.81,295.0,0.478,392.43,72.38
3.84,4241.37,79.78,300.0,0.426,369.96,72.42
4.86,4453.73,80.12,305.0,0.497,387.99,72.52
3.34,5207.02,82.62,310.0,0.699,447.22,72.63
4.28,4966.49,81.72,315.0,0.661,436.07,72.62
4.37,4431.61,80.19,320.0,0.503,380.69,72.59
4.06,4878.67,81.51,325.0,0.598,427.0,72.59
4.0,5053.01,82.09,330.0,0.704,434.42,72.57
4.17,4680.88,80.92,335.0,0.551,408.78,72.49
4.84,4714.33,80.96,340.0,0.548,409.72,72.64
3.75,5361.63,83.22,345.0,0.748,486.11,72.57
4.47,4712.41,81.03,350.0,0.585,409.53,72.6
4.15,5081.92,82.26,355.0,0.672,443.99,72.64
4.06,3920.43,79.52,360.0,0.387,345.25,72.64
4.59,5089.84,82.26,365.0,0.661,442.83,72.46
4.55,4890.1,81.64,370.0,0.631,428.91,72.57
4.68,4903.44,81.69,375.0,0.626,416.91,72.61
4.1,4977.71,82.02,380.0,0.651,429.03,72.56
3.58,5430.19,83.64,385.0,0.829,497.56,72.53
4.16,5112.05,82.49,390.0,0.665,451.16,72.64
4.16,4883.33,81.76,395.0,0.625,427.63,72.54
4.59,5189.71,82.72,400.0,0.701,450.49,72.59
4.46,4970.75,82.04,405.0,0.672,439.11,72.69
4.86,4858.6,81.64,410.0,0.625,419.24,72.62
4.51,4773.13,81.44,415.0,0.594,408.4,72.59
4.38,5354.89,83.39,420.0,0.794,481.77,72.54
4.27,5059.21,82.43,425.0,0.679,442.09,72.7
4.37,4922.64,81.99,430.0,0.625,431.6,72.63
4.09,4904.34,81.98,435.0,0.644,429.09,72.52
4.42,5018.01,82.32,440.0,0.679,433.82,72.53
3.99,5111.23,82.71,445.0,0.702,441.01,72.62
4.33,4742.03,81.48,450.0,0.585,416.96,72.54
4.45,4721.05,81.42,455.0,0.588,411.07,72.61
5.01,4543.43,81.11,460.0,0.551,401.93,72.79
4.65,4344.21,80.23,465.0,0.497,376.85,72.3
4.38,5043.29,82.53,470.0,0.707,447.34,72.63
4.56,5295.14,83.37,475.0,0.797,463.79,72.59
4.08,4640.64,81.3,480.0,0.612,414.6,72.61
4.4,4814.81,81.83,485.0,0.646,419.5,72.51
4.18,4266.15,80.37,490.0,0.538,372.51,72.44
4.02,4387.24,80.55,495.0,0.542,382.65,72.51
4.41,4577.47,81.13,500.0,0.556,395.88,72.65
3.92,5044.08,82.73,505.0,0.699,439.48,72.61
4.12,4804.31,81.93,510.0,0.664,420.21,72.63
4.64,4823.32,81.93,515.0,0.669,423.43,72.61
4.31,4639.25,81.41,520.0,0.618,402.7,72.64
4.01,4756.65,81.84,525.0,0.649,417.81,72.67
4.4,4485.79,81.06,530.0,0.598,402.74,72.63
4.48,4829.52,82.05,535.0,0.684,413.87,72.65
4.5,4399.55,80.83,540.0,0.536,379.07,72.59
4.41,4815.76,82.05,545.0,0.678,423.18,72.69
4.67,5047.05,80.89,5.0,0.555,442.97,72.66
4.5,5333.54,81.81,10.0,0.604,475.25,72.64
4.7,4920.22,80.54,15.0,0.485,430.55,72.55
3.56,5010.11,80.96,20.0,0.523,447.72,72.61
4.01,5252.4,81.67,25.0,0.594,471.39,72.62
4.92,5294.14,81.7,30.0,0.589,474.57,72.66
4.9,5214.54,81.47,35.0,0.591,460.52,72.57
3.83,5186.87,81.54,40.0,0.598,462.74,72.67
3.99,4137.48,79.01,45.0,0.341,364.14,72.62
4.02,4008.13,78.77,50.0,0.354,366.51,72.69
4.27,4830.87,80.46,55.0,0.498,424.5,72.69
4.06,4764.89,80.31,60.0,0.485,416.21,72.6
4.18,4227.26,79.34,65.0,0.409,371.34,72.7
4.76,4753.72,80.23,70.0,0.509,417.65,72.54
4.94,5193.86,81.55,75.0,0.595,446.45,72.58
4.35,4938.66,80.86,80.0,0.521,436.07,72.56
4.57,5376.32,82.21,85.0,0.645,484.94,72.55
4.3,4914.11,80.83,90.0,0.583,424.53,72.57
4.17,5090.87,81.4,95.0,0.541,458.73,72.65
3.76,5059.08,81.37,100.0,0.602,451.7,72.62
4.28,5499.64,82.73,105.0,0.686,506.37,72.56
4.06,4621.84,80.06,110.0,0.488,402.14,72.47
4.26,5403.19,82.45,115.0,0.648,487.15,72.65
4.71,5249.77,81.91,120.0,0.641,465.01,72.56
4.6,5297.02,82.1,125.0,0.61,473.92,72.59
4.57,4814.34,80.63,130.0,0.521,414.64,72.58
4.3,5145.78,81.69,135.0,0.597,445.5,72.68
4.52,4997.04,81.22,140.0,0.592,441.03,72.45
4.51,4818.79,80.7,145.0,0.533,421.37,72.65
4.12,5063.87,81.51,150.0,0.612,434.69,72.57
4.56,4975.25,81.2,155.0,0.552,434.39,72.6
4.88,5479.39,82.78,160.0,0.7,501.45,72.59
3.55,5255.6,82.25,165.0,0.63,476.49,72.5
4.53,4675.41,80.35,170.0,0.525,409.82,72.62
3.99,5292.85,82.35,175.0,0.635,469.51,72.53
4.26,4765.99,80.69,180.0,0.601,417.94,72.62
4.13,4379.8,79.74,185.0,0.474,377.21,72.61
4.29,5057.78,81.62,190.0,0.628,440.38,72.55
4.19,4672.12,80.47,195.0,0.526,416.98,72.59
4.46,4603.22,80.25,200.0,0.48,400.99,72.62
4.65,4385.6,79.76,205.0,0.472,380.07,72.59
4.35,4648.44,80.43,210.0,0.522,403.67,72.65
4.04,5247.21,82.35,215.0,0.643,476.42,72.64
4.46,4293.96,79.68,220.0,0.438,375.98,72.59
3.77,4750.05,80.86,225.0,0.547,421.96,72.59
4.65,5460.37,83.03,230.0,0.731,501.62,72.61
4.83,4674.4,80.54,235.0,0.531,407.96,72.51
4.15,5092.82,81.93,240.0,0.61,446.1,72.63
4.6,4984.24,81.54,245.0,0.599,437.1,72.56
4.32,4251.13,79.71,250.0,0.426,377.26,72.65
4.29,5201.05,82.32,255.0,0.698,454.92,72.6
3.89,5302.0,82.73,260.0,0.708,483.2,72.59
4.23,5235.78,82.48,265.0,0.736,467.93,72.62
4.28,4743.65,80.93,270.0,0.56,424.61,72.58
4.35,4471.33,79.95,275.0,0.494,391.04,72.4
4.8,5414.4,83.04,280.0,0.698,502.94,72.68
5.11,5487.76,83.26,285.0,0.725,499.09,72.53
4.22,5191.24,82.42,290.0,0.648,453.24,72.6
4.37,4506.24,80.29,295.0,0.495,398.59,72.55
4.63,4620.22,80.61,300.0,0.54,402.12,72.66
4.1,4156.44,79.74,305.0,0.424,367.96,72.59
4.69,4844.97,81.33,310.0,0.573,423.17,72.65
4.35,4475.43,79.98,315.0,0.528,382.82,72.33
3.53,4899.76,81.69,320.0,0.63,439.01,72.64
4.06,5066.19,82.17,325.0,0.667,441.45,72.64
4.1,5204.05,82.64,330.0,0.65,465.42,72.53
4.41,4874.98,81.54,335.0,0.608,437.18,72.68
4.27,5066.6,82.2,340.0,0.671,446.57,72.67
4.27,4896.99,81.67,345.0,0.607,427.42,72.59
3.9,4691.59,81.09,350.0,0.611,414.64,72.59
3.79,5136.19,82.55,355.0,0.667,455.12,72.63
3.98,4728.22,81.23,360.0,0.57,409.13,72.62
4.2,5244.78,82.89,365.0,0.722,475.06,72.54
4.33,5156.64,82.59,370.0,0.7,446.21,72.64
4.36,5154.97,82.6,375.0,0.668,451.7,72.59
4.14,4084.75,79.84,380.0,0.432,358.27,72.63
4.46,4858.87,81.66,385.0,0.594,419.21,72.62
3.8,4589.85,80.92,390.0,0.539,406.15,72.58
4.77,4634.81,80.96,395.0,0.528,410.64,72.58
4.55,4426.16,80.46,400.0,0.503,379.07,72.6
4.61,4808.48,81.55,405.0,0.579,420.87,72.62
4.07,4826.77,81.7,410.0,0.635,420.19,72.61
4.11,4987.73,82.24,415.0,0.668,446.21,72.52
4.57,5066.24,82.45,420.0,0.687,441.69,72.55
4.15,4727.47,81.43,425.0,0.649,407.07,72.56
4.4,4710.69,81.36,430.0,0.592,407.64,72.58
4.96,4387.99,80.15,435.0,0.521,385.56,72.28
4.97,5100.69,82.58,440.0,0.714,443.59,72.64
